Row ID,Order ID,Order Date,Year,Ship Mode,Customer ID,Segment,Country,City,State,Postal Code,Region,Product ID,Sales Amount,Quantity,Discount,Profit,SalesPerson
3106,CA-2016-103037,25-07-2020,2020,Standard Class,KH-16630,Corporate,United States,Houston,Texas,77070,Central,OFF-LA-10004345,15.712,4,0.2,5.6956,SP_323
3107,CA-2017-127460,10-07-2021,2021,Standard Class,FG-14260,Home Office,United States,Aurora,Illinois,60505,Central,OFF-ST-10004340,298.464,6,0.2,26.1156,SP_439
3108,CA-2016-121671,17-07-2020,2020,Standard Class,AA-10480,Consumer,United States,Springfield,Missouri,65807,Central,OFF-PA-10001471,21.93,3,0,10.0878,SP_327
3109,CA-2016-121671,17-07-2020,2020,Standard Class,AA-10480,Consumer,United States,Springfield,Missouri,65807,Central,OFF-ST-10002344,242.94,3,0,4.8588,SP_104
3110,CA-2016-121671,17-07-2020,2020,Standard Class,AA-10480,Consumer,United States,Springfield,Missouri,65807,Central,OFF-PA-10001892,7.64,1,0,3.7436,SP_248
3111,CA-2016-121671,17-07-2020,2020,Standard Class,AA-10480,Consumer,United States,Springfield,Missouri,65807,Central,OFF-PA-10001934,51.84,8,0,25.4016,SP_456
3112,CA-2016-121671,17-07-2020,2020,Standard Class,AA-10480,Consumer,United States,Springfield,Missouri,65807,Central,OFF-ST-10000078,265.17,1,0,47.7306,SP_143
3113,CA-2016-150350,23-08-2020,2020,Standard Class,MS-17770,Consumer,United States,Seattle,Washington,98105,West,TEC-MA-10001972,837.6,3,0.2,62.82,SP_285
3114,CA-2016-150350,23-08-2020,2020,Standard Class,MS-17770,Consumer,United States,Seattle,Washington,98105,West,OFF-EN-10002504,135.9,5,0,63.873,SP_436
3115,CA-2016-150350,23-08-2020,2020,Standard Class,MS-17770,Consumer,United States,Seattle,Washington,98105,West,OFF-PA-10002160,34.68,6,0,16.9932,SP_292
3116,CA-2016-150350,23-08-2020,2020,Standard Class,MS-17770,Consumer,United States,Seattle,Washington,98105,West,FUR-CH-10001973,532.704,6,0.2,-39.9528,SP_374
3117,CA-2016-150350,23-08-2020,2020,Standard Class,MS-17770,Consumer,United States,Seattle,Washington,98105,West,OFF-AP-10001492,43.1,5,0,11.206,SP_384
3118,CA-2016-150350,23-08-2020,2020,Standard Class,MS-17770,Consumer,United States,Seattle,Washington,98105,West,OFF-SU-10002189,15.88,4,0,0.1588,SP_387
3119,CA-2015-121720,11-06-2019,2019,First Class,JE-15610,Corporate,United States,Lakeland,Florida,33801,South,FUR-CH-10003312,1123.92,5,0.2,-182.637,SP_300
3120,CA-2015-121720,11-06-2019,2019,First Class,JE-15610,Corporate,United States,Lakeland,Florida,33801,South,TEC-PH-10002496,249.584,2,0.2,31.198,SP_136
3121,CA-2015-121720,11-06-2019,2019,First Class,JE-15610,Corporate,United States,Lakeland,Florida,33801,South,FUR-FU-10003464,48.672,3,0.2,7.3008,SP_2
3122,CA-2015-121720,11-06-2019,2019,First Class,JE-15610,Corporate,United States,Lakeland,Florida,33801,South,OFF-AR-10000380,60.768,2,0.2,7.596,SP_28
3123,CA-2015-121720,11-06-2019,2019,First Class,JE-15610,Corporate,United States,Lakeland,Florida,33801,South,OFF-BI-10004593,78.6,5,0.7,-62.88,SP_7
3124,CA-2015-121720,11-06-2019,2019,First Class,JE-15610,Corporate,United States,Lakeland,Florida,33801,South,OFF-BI-10001308,3.768,2,0.7,-3.14,SP_59
3125,CA-2015-121720,11-06-2019,2019,First Class,JE-15610,Corporate,United States,Lakeland,Florida,33801,South,OFF-ST-10001780,1036.624,2,0.2,51.8312,SP_295
3126,CA-2015-121720,11-06-2019,2019,First Class,JE-15610,Corporate,United States,Lakeland,Florida,33801,South,OFF-ST-10003816,563.808,4,0.2,21.1428,SP_395
3127,CA-2017-149895,08-09-2021,2021,Standard Class,EB-14110,Consumer,United States,Philadelphia,Pennsylvania,19134,East,TEC-PH-10002200,258.528,2,0.4,-47.3968,SP_279
3128,CA-2017-147564,02-10-2021,2021,Standard Class,BP-11155,Consumer,United States,New York City,New York,10011,East,OFF-PA-10004438,49.12,4,0,23.0864,SP_179
3129,CA-2014-136399,16-12-2018,2018,First Class,CC-12100,Home Office,United States,Los Angeles,California,90049,West,FUR-FU-10004090,44.46,2,0,14.6718,SP_36
3130,CA-2014-136399,16-12-2018,2018,First Class,CC-12100,Home Office,United States,Los Angeles,California,90049,West,FUR-CH-10002602,241.568,2,0.2,18.1176,SP_6
3131,CA-2014-136399,16-12-2018,2018,First Class,CC-12100,Home Office,United States,Los Angeles,California,90049,West,TEC-AC-10001142,395,5,0,39.5,SP_72
3132,CA-2014-136399,16-12-2018,2018,First Class,CC-12100,Home Office,United States,Los Angeles,California,90049,West,TEC-PH-10004977,627.168,4,0.2,70.5564,SP_205
3133,CA-2014-107916,24-08-2018,2018,First Class,JP-15460,Corporate,United States,Oceanside,New York,11572,East,FUR-FU-10004586,13.28,2,0,6.3744,SP_206
3134,CA-2014-107916,24-08-2018,2018,First Class,JP-15460,Corporate,United States,Oceanside,New York,11572,East,OFF-BI-10001116,12.672,3,0.2,4.4352,SP_268
3135,CA-2017-164168,12-11-2021,2021,Standard Class,LS-16975,Home Office,United States,Dallas,Texas,75081,Central,OFF-BI-10000666,30.56,5,0.8,-45.84,SP_439
3136,CA-2017-164168,12-11-2021,2021,Standard Class,LS-16975,Home Office,United States,Dallas,Texas,75081,Central,OFF-ST-10002583,77.952,3,0.2,-15.5904,SP_262
3137,CA-2017-164168,12-11-2021,2021,Standard Class,LS-16975,Home Office,United States,Dallas,Texas,75081,Central,TEC-PH-10004908,67.992,1,0.2,8.499,SP_44
3138,CA-2017-164168,12-11-2021,2021,Standard Class,LS-16975,Home Office,United States,Dallas,Texas,75081,Central,OFF-EN-10001219,12.224,2,0.2,4.4312,SP_72
3139,CA-2017-164168,12-11-2021,2021,Standard Class,LS-16975,Home Office,United States,Dallas,Texas,75081,Central,TEC-AC-10004568,44.784,2,0.2,-0.5598,SP_256
3140,CA-2017-164168,12-11-2021,2021,Standard Class,LS-16975,Home Office,United States,Dallas,Texas,75081,Central,FUR-FU-10001756,22.848,3,0.6,-17.7072,SP_271
3141,CA-2015-112557,25-04-2019,2019,First Class,JL-15850,Consumer,United States,New York City,New York,10035,East,OFF-AP-10002311,206.43,3,0,90.8292,SP_111
3142,US-2014-122959,12-12-2018,2018,Same Day,CY-12745,Corporate,United States,San Antonio,Texas,78207,Central,OFF-BI-10003650,210.392,2,0.8,-336.6272,SP_35
3143,CA-2017-162572,25-09-2021,2021,Second Class,RB-19360,Consumer,United States,Cincinnati,Ohio,45231,East,TEC-AC-10003628,119.96,5,0.2,35.988,SP_313
3144,CA-2017-162572,25-09-2021,2021,Second Class,RB-19360,Consumer,United States,Cincinnati,Ohio,45231,East,OFF-AR-10001547,10.608,6,0.2,0.9282,SP_425
3145,US-2016-148110,05-09-2020,2020,Standard Class,AR-10825,Corporate,United States,Austin,Texas,78745,Central,FUR-CH-10002647,347.802,7,0.3,-24.843,SP_208
3146,CA-2017-131828,11-02-2021,2021,Second Class,CS-11845,Corporate,United States,Seattle,Washington,98105,West,FUR-CH-10004495,963.136,4,0.2,108.3528,SP_215
3147,CA-2017-131828,11-02-2021,2021,Second Class,CS-11845,Corporate,United States,Seattle,Washington,98105,West,TEC-PH-10002923,88.776,3,0.2,7.7679,SP_390
3148,CA-2014-109218,30-06-2018,2018,Second Class,AR-10825,Corporate,United States,Los Angeles,California,90004,West,OFF-AR-10001374,32.4,5,0,10.368,SP_86
3149,CA-2016-120558,07-06-2020,2020,First Class,RD-19810,Home Office,United States,New York City,New York,10035,East,OFF-PA-10003441,32.4,5,0,15.552,SP_325
3150,US-2014-109036,20-12-2018,2018,Standard Class,KH-16510,Consumer,United States,Seattle,Washington,98103,West,OFF-LA-10002043,31.05,3,0,14.904,SP_78
3151,CA-2015-147830,15-12-2019,2019,First Class,NF-18385,Consumer,United States,Newark,Ohio,43055,East,TEC-AC-10002049,2025.36,6,0.2,607.608,SP_182
3152,CA-2015-147830,15-12-2019,2019,First Class,NF-18385,Consumer,United States,Newark,Ohio,43055,East,TEC-MA-10000418,1799.994,2,0.7,-2639.9912,SP_86
3153,CA-2015-147830,15-12-2019,2019,First Class,NF-18385,Consumer,United States,Newark,Ohio,43055,East,TEC-PH-10004908,101.988,2,0.4,-16.998,SP_164
3154,CA-2015-147830,15-12-2019,2019,First Class,NF-18385,Consumer,United States,Newark,Ohio,43055,East,FUR-FU-10004091,262.864,7,0.2,69.0018,SP_338
3155,CA-2017-150497,20-07-2021,2021,Standard Class,SM-20950,Corporate,United States,Maple Grove,Minnesota,55369,Central,OFF-BI-10004600,735.98,2,0,331.191,SP_285
3156,CA-2014-128986,03-08-2018,2018,Second Class,GH-14410,Home Office,United States,Glendale,Arizona,85301,West,OFF-PA-10001289,93.024,3,0.2,33.7212,SP_78
3157,CA-2015-139584,24-08-2019,2019,Standard Class,EM-13810,Corporate,United States,New York City,New York,10009,East,FUR-TA-10001539,284.364,2,0.4,-75.8304,SP_389
3158,CA-2015-139584,24-08-2019,2019,Standard Class,EM-13810,Corporate,United States,New York City,New York,10009,East,TEC-AC-10001266,26,2,0,11.7,SP_475
3159,US-2016-162677,26-03-2020,2020,First Class,DB-13210,Consumer,United States,Jacksonville,North Carolina,28540,South,OFF-ST-10001291,67.64,5,0.2,5.9185,SP_395
3160,US-2016-162677,26-03-2020,2020,First Class,DB-13210,Consumer,United States,Jacksonville,North Carolina,28540,South,TEC-AC-10001314,119.976,3,0.2,-17.9964,SP_228
3161,US-2014-150924,12-09-2018,2018,Second Class,PT-19090,Consumer,United States,Houston,Texas,77070,Central,OFF-BI-10004040,5.18,5,0.8,-8.029,SP_381
3162,CA-2014-153969,21-09-2018,2018,Standard Class,HF-14995,Consumer,United States,San Francisco,California,94109,West,OFF-EN-10001539,15.56,2,0,7.3132,SP_150
3163,CA-2014-153969,21-09-2018,2018,Standard Class,HF-14995,Consumer,United States,San Francisco,California,94109,West,OFF-EN-10004483,78.35,5,0,36.8245,SP_439
3164,CA-2014-153969,21-09-2018,2018,Standard Class,HF-14995,Consumer,United States,San Francisco,California,94109,West,OFF-AR-10001615,59.52,3,0,15.4752,SP_122
3165,CA-2014-153969,21-09-2018,2018,Standard Class,HF-14995,Consumer,United States,San Francisco,California,94109,West,OFF-PA-10000327,38.52,9,0,17.334,SP_335
3166,CA-2014-153969,21-09-2018,2018,Standard Class,HF-14995,Consumer,United States,San Francisco,California,94109,West,TEC-PH-10001299,239.984,2,0.2,23.9984,SP_152
3167,CA-2014-153969,21-09-2018,2018,Standard Class,HF-14995,Consumer,United States,San Francisco,California,94109,West,OFF-PA-10002246,19.35,3,0,9.4815,SP_336
3168,CA-2016-146682,29-10-2020,2020,First Class,KW-16435,Consumer,United States,Lansing,Michigan,48911,Central,FUR-FU-10002671,67,5,0,32.16,SP_232
3169,CA-2016-138695,28-05-2020,2020,Standard Class,KC-16675,Corporate,United States,Tallahassee,Florida,32303,South,FUR-CH-10003833,390.272,8,0.2,-24.392,SP_68
3170,CA-2016-138695,28-05-2020,2020,Standard Class,KC-16675,Corporate,United States,Tallahassee,Florida,32303,South,OFF-PA-10001667,62.192,13,0.2,19.435,SP_170
3171,CA-2017-107461,21-12-2021,2021,Second Class,PK-19075,Consumer,United States,Columbia,South Carolina,29203,South,OFF-BI-10002003,23.88,6,0,11.2236,SP_200
3172,US-2016-133879,21-03-2020,2020,Standard Class,KT-16465,Consumer,United States,Chicago,Illinois,60623,Central,OFF-BI-10004465,3.168,2,0.8,-4.752,SP_152
3173,US-2016-133879,21-03-2020,2020,Standard Class,KT-16465,Consumer,United States,Chicago,Illinois,60623,Central,FUR-CH-10000665,528.43,5,0.3,0,SP_356
3174,US-2016-133879,21-03-2020,2020,Standard Class,KT-16465,Consumer,United States,Chicago,Illinois,60623,Central,OFF-AR-10004956,13.392,3,0.2,1.5066,SP_67
3175,CA-2017-157483,11-11-2021,2021,Standard Class,EP-13915,Consumer,United States,Detroit,Michigan,48227,Central,OFF-AR-10004260,181.86,7,0,50.9208,SP_476
3176,US-2017-132059,23-09-2021,2021,Standard Class,AP-10915,Consumer,United States,Fort Collins,Colorado,80525,West,FUR-BO-10001811,180.588,2,0.7,-240.784,SP_345
3177,US-2017-132059,23-09-2021,2021,Standard Class,AP-10915,Consumer,United States,Fort Collins,Colorado,80525,West,TEC-AC-10003280,47.984,2,0.2,0.5998,SP_352
3178,CA-2017-122280,10-09-2021,2021,Same Day,SH-20395,Consumer,United States,New York City,New York,10024,East,OFF-PA-10004911,18.76,2,0,9.0048,SP_20
3179,CA-2017-105235,05-12-2021,2021,Standard Class,SM-20950,Corporate,United States,New York City,New York,10011,East,FUR-FU-10001487,20.94,3,0,6.0726,SP_106
3180,CA-2017-105235,05-12-2021,2021,Standard Class,SM-20950,Corporate,United States,New York City,New York,10011,East,FUR-FU-10000521,58.68,2,0,18.1908,SP_7
3181,CA-2017-105235,05-12-2021,2021,Standard Class,SM-20950,Corporate,United States,New York City,New York,10011,East,OFF-AP-10001271,254.9,5,0,68.823,SP_304
3182,CA-2017-152912,09-11-2021,2021,Second Class,BM-11650,Corporate,United States,Columbia,Maryland,21044,East,OFF-BI-10004728,9.64,2,0,4.4344,SP_454
3183,CA-2017-152912,09-11-2021,2021,Second Class,BM-11650,Corporate,United States,Columbia,Maryland,21044,East,TEC-AC-10004666,826.62,3,0,355.4466,SP_307
3184,CA-2017-152912,09-11-2021,2021,Second Class,BM-11650,Corporate,United States,Columbia,Maryland,21044,East,OFF-ST-10003208,1633.14,9,0,473.6106,SP_152
3185,CA-2017-152912,09-11-2021,2021,Second Class,BM-11650,Corporate,United States,Columbia,Maryland,21044,East,OFF-ST-10003208,544.38,3,0,157.8702,SP_244
3186,CA-2014-123498,07-11-2018,2018,First Class,TC-20980,Corporate,United States,Houston,Texas,77041,Central,OFF-BI-10000632,26.046,3,0.8,-44.2782,SP_467
3187,CA-2014-123498,07-11-2018,2018,First Class,TC-20980,Corporate,United States,Houston,Texas,77041,Central,OFF-EN-10004773,74.352,3,0.2,26.9526,SP_276
3188,CA-2017-159352,12-03-2021,2021,Standard Class,KB-16585,Corporate,United States,Lowell,Massachusetts,1852,East,TEC-PH-10004700,69.93,7,0,32.1678,SP_188
3189,US-2017-146416,20-10-2021,2021,Second Class,JE-16165,Corporate,United States,Woodland,California,95695,West,OFF-LA-10003714,3.75,1,0,1.8,SP_410
3190,US-2017-146416,20-10-2021,2021,Second Class,JE-16165,Corporate,United States,Woodland,California,95695,West,OFF-BI-10001787,20.928,4,0.2,7.5864,SP_213
3191,US-2015-163783,27-12-2019,2019,Standard Class,DR-12940,Home Office,United States,Chicago,Illinois,60610,Central,OFF-ST-10002957,12.672,3,0.2,-3.168,SP_56
3192,CA-2017-123981,02-10-2021,2021,Standard Class,RW-19630,Corporate,United States,New York City,New York,10035,East,TEC-PH-10002115,65.99,1,0,17.1574,SP_107
3193,CA-2017-158953,04-06-2021,2021,Standard Class,ML-18040,Corporate,United States,Missouri City,Texas,77489,Central,OFF-BI-10002557,6.37,7,0.8,-9.555,SP_424
3194,CA-2014-165428,01-09-2018,2018,First Class,JL-15130,Consumer,United States,Houston,Texas,77036,Central,OFF-BI-10002949,3.648,3,0.8,-6.0192,SP_307
3195,CA-2014-165428,01-09-2018,2018,First Class,JL-15130,Consumer,United States,Houston,Texas,77036,Central,OFF-PA-10004100,31.104,6,0.2,10.8864,SP_444
3196,CA-2016-169026,08-08-2020,2020,Standard Class,CM-12655,Home Office,United States,Jackson,Mississippi,39212,South,OFF-FA-10001883,23.34,3,0,0.2334,SP_412
3197,CA-2017-109750,22-07-2021,2021,Standard Class,FH-14365,Corporate,United States,New York City,New York,10009,East,TEC-PH-10000702,29.97,3,0,14.0859,SP_380
3198,CA-2015-149384,10-07-2019,2019,Same Day,EH-13945,Consumer,United States,Tempe,Arizona,85281,West,OFF-BI-10003196,3.366,3,0.7,-2.244,SP_283
3199,CA-2014-131527,01-12-2018,2018,Standard Class,TB-21280,Consumer,United States,Jacksonville,North Carolina,28540,South,TEC-PH-10001644,95.968,4,0.2,9.5968,SP_15
3200,CA-2017-164000,18-12-2021,2021,Standard Class,AH-10030,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-AR-10003183,18.704,7,0.2,2.338,SP_7
3201,CA-2014-164224,18-05-2018,2018,Second Class,TT-21070,Consumer,United States,Akron,Ohio,44312,East,FUR-FU-10000308,149.232,3,0.2,3.7308,SP_324
3202,CA-2014-164224,18-05-2018,2018,Second Class,TT-21070,Consumer,United States,Akron,Ohio,44312,East,OFF-PA-10001526,15.936,4,0.2,5.7768,SP_135
3203,CA-2014-158372,10-11-2018,2018,Standard Class,RD-19900,Consumer,United States,San Diego,California,92037,West,TEC-PH-10002103,601.536,8,0.2,60.1536,SP_185
3204,CA-2014-158372,10-11-2018,2018,Standard Class,RD-19900,Consumer,United States,San Diego,California,92037,West,TEC-AC-10004209,10.99,1,0,4.2861,SP_186
3205,CA-2014-158372,10-11-2018,2018,Standard Class,RD-19900,Consumer,United States,San Diego,California,92037,West,FUR-FU-10000397,39.88,2,0,11.1664,SP_73
3206,CA-2014-158372,10-11-2018,2018,Standard Class,RD-19900,Consumer,United States,San Diego,California,92037,West,OFF-PA-10002137,62.24,8,0,28.008,SP_429
3207,CA-2014-158372,10-11-2018,2018,Standard Class,RD-19900,Consumer,United States,San Diego,California,92037,West,FUR-FU-10001867,53.2,5,0,14.896,SP_341
3208,CA-2014-158372,10-11-2018,2018,Standard Class,RD-19900,Consumer,United States,San Diego,California,92037,West,OFF-LA-10000407,39.84,8,0,18.3264,SP_396
3209,CA-2016-108882,09-01-2020,2020,Standard Class,LA-16780,Corporate,United States,Fresno,California,93727,West,TEC-AC-10000420,349.95,5,0,118.983,SP_293
3210,CA-2016-108882,09-01-2020,2020,Standard Class,LA-16780,Corporate,United States,Fresno,California,93727,West,TEC-PH-10002726,377.928,9,0.2,141.723,SP_421
3211,US-2017-108245,22-09-2021,2021,Standard Class,SH-19975,Corporate,United States,Pearland,Texas,77581,Central,OFF-EN-10001415,13.392,3,0.2,5.022,SP_313
3212,US-2017-108245,22-09-2021,2021,Standard Class,SH-19975,Corporate,United States,Pearland,Texas,77581,Central,OFF-BI-10000773,11.228,7,0.8,-18.5262,SP_201
3213,CA-2014-142314,23-12-2018,2018,Standard Class,SF-20200,Consumer,United States,Richmond,Indiana,47374,Central,OFF-AP-10002350,207.24,11,0,58.0272,SP_65
3214,CA-2016-132409,26-05-2020,2020,Standard Class,TH-21235,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-AR-10001919,1.504,1,0.2,0.1692,SP_464
3215,CA-2016-132409,26-05-2020,2020,Standard Class,TH-21235,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-AP-10002082,34.848,2,0.2,6.534,SP_201
3216,CA-2017-150189,08-07-2021,2021,First Class,VG-21790,Consumer,United States,San Mateo,California,94403,West,OFF-LA-10002762,75.18,6,0,35.3346,SP_432
3217,CA-2014-114433,13-05-2018,2018,Standard Class,NP-18325,Consumer,United States,Oakland,California,94601,West,TEC-AC-10002800,149.97,3,0,52.4895,SP_244
3218,CA-2017-104640,10-11-2021,2021,Standard Class,FH-14275,Corporate,United States,New York City,New York,10024,East,OFF-BI-10003925,931.176,3,0.2,314.2719,SP_381
3219,CA-2017-104640,10-11-2021,2021,Standard Class,FH-14275,Corporate,United States,New York City,New York,10024,East,TEC-PH-10002200,430.88,2,0,124.9552,SP_2
3220,US-2015-137008,02-10-2019,2019,Standard Class,JP-15460,Corporate,United States,Lakewood,New Jersey,8701,East,OFF-PA-10001295,94.85,5,0,45.528,SP_470
3221,US-2015-137008,02-10-2019,2019,Standard Class,JP-15460,Corporate,United States,Lakewood,New Jersey,8701,East,OFF-EN-10002500,51.12,4,0,23.004,SP_310
3222,US-2015-137008,02-10-2019,2019,Standard Class,JP-15460,Corporate,United States,Lakewood,New Jersey,8701,East,TEC-AC-10000892,90,1,0,32.4,SP_91
3223,CA-2014-108189,02-10-2018,2018,First Class,ES-14080,Corporate,United States,Tempe,Arizona,85281,West,OFF-PA-10001838,9.408,2,0.2,3.4104,SP_213
3224,CA-2014-108189,02-10-2018,2018,First Class,ES-14080,Corporate,United States,Tempe,Arizona,85281,West,OFF-FA-10000735,4.672,2,0.2,1.46,SP_90
3225,CA-2014-108189,02-10-2018,2018,First Class,ES-14080,Corporate,United States,Tempe,Arizona,85281,West,TEC-PH-10001760,318.4,2,0.2,107.46,SP_412
3226,CA-2014-108189,02-10-2018,2018,First Class,ES-14080,Corporate,United States,Tempe,Arizona,85281,West,OFF-EN-10004846,12.768,6,0.2,4.6284,SP_444
3227,CA-2014-108189,02-10-2018,2018,First Class,ES-14080,Corporate,United States,Tempe,Arizona,85281,West,OFF-SU-10003567,15.36,2,0.2,-3.264,SP_337
3228,CA-2014-108189,02-10-2018,2018,First Class,ES-14080,Corporate,United States,Tempe,Arizona,85281,West,TEC-PH-10001557,230.376,3,0.2,20.1579,SP_16
3229,CA-2014-108189,02-10-2018,2018,First Class,ES-14080,Corporate,United States,Tempe,Arizona,85281,West,TEC-AC-10003038,7.16,1,0.2,-0.0895,SP_175
3230,CA-2014-154641,11-08-2018,2018,Standard Class,KL-16645,Consumer,United States,New York City,New York,10035,East,OFF-ST-10004459,375.34,1,0,18.767,SP_6
3231,CA-2017-131625,01-09-2021,2021,Second Class,BN-11515,Consumer,United States,New York City,New York,10009,East,FUR-FU-10004960,114.9,5,0,39.066,SP_344
3232,US-2017-156356,16-04-2021,2021,Standard Class,ND-18370,Consumer,United States,Houston,Texas,77095,Central,OFF-BI-10000632,26.046,3,0.8,-44.2782,SP_171
3233,US-2017-156356,16-04-2021,2021,Standard Class,ND-18370,Consumer,United States,Houston,Texas,77095,Central,OFF-BI-10001107,2.896,1,0.8,-4.7784,SP_103
3234,US-2017-156356,16-04-2021,2021,Standard Class,ND-18370,Consumer,United States,Houston,Texas,77095,Central,OFF-ST-10002301,32.544,2,0.2,-7.7292,SP_343
3235,CA-2016-138933,24-04-2020,2020,First Class,JL-15130,Consumer,United States,Riverside,California,92503,West,OFF-BI-10003355,3.984,1,0.2,1.3944,SP_204
3236,CA-2016-140746,15-01-2020,2020,Same Day,RC-19825,Consumer,United States,Fairfield,Connecticut,6824,East,FUR-TA-10002903,181.797,1,0.3,-15.5826,SP_335
3237,CA-2016-146836,02-05-2020,2020,Same Day,CC-12475,Consumer,United States,New York City,New York,10024,East,OFF-ST-10001580,44.94,3,0,12.5832,SP_61
3238,CA-2016-146836,02-05-2020,2020,Same Day,CC-12475,Consumer,United States,New York City,New York,10024,East,OFF-BI-10000315,45.576,3,0.2,15.9516,SP_151
3239,US-2016-127971,20-11-2020,2020,Standard Class,DW-13195,Corporate,United States,Houston,Texas,77095,Central,FUR-CH-10003774,318.43,5,0.3,-77.333,SP_307
3240,US-2016-127971,20-11-2020,2020,Standard Class,DW-13195,Corporate,United States,Houston,Texas,77095,Central,TEC-PH-10003095,122.92,7,0.2,46.095,SP_415
3241,US-2016-127971,20-11-2020,2020,Standard Class,DW-13195,Corporate,United States,Houston,Texas,77095,Central,FUR-FU-10000023,7.068,3,0.6,-2.8272,SP_160
3242,US-2016-140809,01-02-2020,2020,First Class,CK-12760,Corporate,United States,Arlington,Virginia,22204,South,OFF-ST-10002214,56.45,5,0,14.677,SP_390
3243,CA-2017-114524,31-03-2021,2021,Second Class,EG-13900,Consumer,United States,Chicago,Illinois,60623,Central,OFF-BI-10002799,13.468,13,0.8,-22.8956,SP_33
3244,CA-2017-113355,01-12-2021,2021,Standard Class,SJ-20215,Consumer,United States,Grand Prairie,Texas,75051,Central,TEC-PH-10004912,219.8,5,0.2,24.7275,SP_212
3245,CA-2017-113355,01-12-2021,2021,Standard Class,SJ-20215,Consumer,United States,Grand Prairie,Texas,75051,Central,FUR-CH-10002602,317.058,3,0.3,-18.1176,SP_230
3246,US-2017-140907,10-12-2021,2021,Second Class,BP-11185,Corporate,United States,Seattle,Washington,98103,West,TEC-AC-10004510,49.08,3,0,4.908,SP_140
3247,US-2017-140907,10-12-2021,2021,Second Class,BP-11185,Corporate,United States,Seattle,Washington,98103,West,OFF-ST-10000060,324.9,5,0,38.988,SP_423
3248,US-2017-140907,10-12-2021,2021,Second Class,BP-11185,Corporate,United States,Seattle,Washington,98103,West,OFF-AR-10000799,18.24,3,0,5.2896,SP_413
3249,CA-2016-159730,17-09-2020,2020,Standard Class,SJ-20125,Home Office,United States,Seattle,Washington,98103,West,FUR-CH-10004875,113.888,2,0.2,9.9652,SP_302
3250,CA-2016-159730,17-09-2020,2020,Standard Class,SJ-20125,Home Office,United States,Seattle,Washington,98103,West,TEC-PH-10002085,105.584,2,0.2,7.9188,SP_310
3251,CA-2016-157868,23-12-2020,2020,Standard Class,MC-17590,Corporate,United States,Grand Rapids,Michigan,49505,Central,OFF-FA-10000992,24.85,7,0,11.6795,SP_350
3252,CA-2017-119389,17-04-2021,2021,First Class,BG-11740,Consumer,United States,Philadelphia,Pennsylvania,19120,East,FUR-FU-10001473,60.312,3,0.2,5.2773,SP_76
3253,CA-2017-110373,27-10-2021,2021,Second Class,MA-17560,Home Office,United States,Chicago,Illinois,60610,Central,OFF-AR-10003045,7.056,3,0.2,2.205,SP_411
3254,CA-2017-110373,27-10-2021,2021,Second Class,MA-17560,Home Office,United States,Chicago,Illinois,60610,Central,TEC-PH-10001536,27.184,2,0.2,2.0388,SP_358
3255,CA-2016-155474,08-07-2020,2020,Standard Class,CC-12220,Consumer,United States,Seattle,Washington,98105,West,TEC-PH-10001580,107.984,1,0.2,9.4486,SP_468
3256,CA-2016-155474,08-07-2020,2020,Standard Class,CC-12220,Consumer,United States,Seattle,Washington,98105,West,OFF-BI-10004209,19.296,3,0.2,6.03,SP_100
3257,CA-2015-155453,09-08-2019,2019,Standard Class,RA-19885,Corporate,United States,Jacksonville,Florida,32216,South,OFF-LA-10001613,4.608,2,0.2,1.6704,SP_423
3258,US-2016-161844,09-12-2020,2020,Second Class,DK-12835,Corporate,United States,Franklin,Tennessee,37064,South,FUR-TA-10001676,79.974,3,0.4,-29.3238,SP_372
3259,US-2016-161844,09-12-2020,2020,Second Class,DK-12835,Corporate,United States,Franklin,Tennessee,37064,South,OFF-BI-10003712,2.946,2,0.7,-2.0622,SP_138
3260,US-2016-162103,13-11-2020,2020,Standard Class,LB-16795,Home Office,United States,Highland Park,Illinois,60035,Central,OFF-BI-10000285,3.136,2,0.8,-4.704,SP_140
3261,CA-2014-151554,14-11-2018,2018,First Class,CM-11815,Corporate,United States,Pasadena,Texas,77506,Central,OFF-PA-10004609,20.736,4,0.2,7.2576,SP_252
3262,CA-2014-140662,17-11-2018,2018,First Class,TS-21205,Corporate,United States,San Francisco,California,94109,West,TEC-AC-10001314,99.98,2,0,7.9984,SP_70
3263,CA-2014-140662,17-11-2018,2018,First Class,TS-21205,Corporate,United States,San Francisco,California,94109,West,OFF-PA-10003395,733.95,7,0,352.296,SP_442
3264,CA-2014-140662,17-11-2018,2018,First Class,TS-21205,Corporate,United States,San Francisco,California,94109,West,OFF-AP-10001242,241.44,3,0,72.432,SP_451
3265,CA-2016-122518,04-03-2020,2020,Second Class,RF-19345,Corporate,United States,Miami,Florida,33180,South,OFF-LA-10001641,10.08,4,0.2,3.528,SP_420
3266,US-2014-126571,11-10-2018,2018,Standard Class,JF-15565,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-ST-10003816,281.904,2,0.2,10.5714,SP_449
3267,US-2014-126571,11-10-2018,2018,Standard Class,JF-15565,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-EN-10002230,201.432,3,0.2,67.9833,SP_462
